Symbol,Month,DeliveryPct,TotalDelivQty,TotalTrdQty,Days
LIBERTSHOE,2026-05,53.86,243638,452332,18
LICHSGFIN,2026-03,56.22,3647588,6488610,2
LICHSGFIN,2026-04,44.51,15352205,34491127,23
LICHSGFIN,2026-05,41.92,14327871,34180359,18
LICI,2026-03,45.39,2881144,6348214,2
LICI,2026-04,42.0,17172957,40883154,23
LICI,2026-05,47.46,25103111,52895667,18
LICMFGOLD,2026-03,48.45,502854,1037876,2
LICMFGOLD,2026-04,68.16,2837789,4163389,23
LICMFGOLD,2026-05,70.79,1836931,2594965,18
LICNETFGSC,2026-03,89.22,168292,188620,2
LICNETFGSC,2026-04,88.76,1874045,2111309,23
LICNETFGSC,2026-05,87.3,865444,991375,18
LICNETFN50,2026-03,92.3,8868,9608,2
LICNETFN50,2026-04,88.07,45836,52045,23
LICNETFN50,2026-05,91.95,13816,15026,18
LICNETFSEN,2026-03,57.84,118,204,2
LICNETFSEN,2026-04,15.01,8572,57095,23
LICNETFSEN,2026-05,37.15,808,2175,17
LICNFNHGP,2026-03,97.17,1716,1766,2
LICNFNHGP,2026-04,83.55,12253,14666,22
LICNFNHGP,2026-05,80.84,6784,8392,18
LICNMID100,2026-03,81.3,20778,25556,2
LICNMID100,2026-04,72.38,138302,191067,23
LICNMID100,2026-05,78.94,104197,131991,18
LIKHITHA,2026-03,30.66,384308,1253458,2
LIKHITHA,2026-04,31.79,1212483,3814584,8
LINC,2026-03,73.09,64266,87926,2
LINC,2026-04,56.07,819760,1461954,23
LINC,2026-05,63.63,763341,1199701,18
LINCOLN,2026-03,57.71,35838,62098,2
LINCOLN,2026-04,19.93,1032417,5180515,23
LINCOLN,2026-05,43.78,850324,1942187,18
LINDEINDIA,2026-03,43.48,77330,177838,2
LINDEINDIA,2026-04,42.45,448800,1057203,23
LINDEINDIA,2026-05,45.02,424163,942236,18
LIQGRWBEES,2026-03,75.05,169918,226420,2
LIQGRWBEES,2026-04,80.25,1617272,2015181,23
LIQGRWBEES,2026-05,73.26,653095,891454,18
LIQUID,2026-03,69.54,458078,658708,2
LIQUID,2026-04,69.4,5416202,7804547,23
LIQUID,2026-05,64.83,1756448,2709384,18
LIQUID1,2026-03,60.77,1584790,2607980,2
LIQUID1,2026-04,73.34,15254613,20800390,23
LIQUID1,2026-05,68.15,10366365,15210086,18
LIQUIDADD,2026-03,82.04,873418,1064580,2
LIQUIDADD,2026-04,75.62,8742834,11561618,23
LIQUIDADD,2026-05,79.28,5568726,7024298,18
LIQUIDBEES,2026-03,93.93,12038334,12815694,2
LIQUIDBEES,2026-04,86.07,99870840,116037729,23
LIQUIDBEES,2026-05,76.47,41907026,54804775,18
LIQUIDBETF,2026-03,67.34,774326,1149846,2
LIQUIDBETF,2026-04,65.07,5484370,8427931,23
LIQUIDBETF,2026-05,66.98,3674466,5485972,18
LIQUIDCASE,2026-03,70.32,51851050,73731312,2
LIQUIDCASE,2026-04,84.53,543788878,643303538,23
LIQUIDCASE,2026-05,79.43,266116403,335011915,18
LIQUIDETF,2026-03,82.78,283268,342214,2
LIQUIDETF,2026-04,56.68,3168409,5590335,23
LIQUIDETF,2026-05,65.99,1449501,2196438,18
LIQUIDIETF,2026-03,61.26,727822,1188078,2
LIQUIDIETF,2026-04,73.46,13424833,18274873,23
LIQUIDIETF,2026-05,75.42,8073808,10704900,18
LIQUIDPLUS,2026-03,64.07,611030,953698,2
LIQUIDPLUS,2026-04,78.78,6076988,7713886,23
LIQUIDPLUS,2026-05,74.6,4041817,5418282,18
LIQUIDSBI,2026-03,94.74,33262,35108,2
LIQUIDSBI,2026-04,78.62,263524,335184,23
LIQUIDSBI,2026-05,91.59,316635,345727,18
LIQUIDSHRI,2026-03,74.52,19214,25782,2
LIQUIDSHRI,2026-04,75.6,158106,209122,23
LIQUIDSHRI,2026-05,78.63,78725,100126,18
LLOYDSENGG,2026-03,53.8,13222742,24576162,2
LLOYDSENGG,2026-04,37.23,58314571,156633173,23
LLOYDSENGG,2026-05,32.33,85910766,265738469,18
LLOYDSENT,2026-03,42.76,5235778,12243214,2
LLOYDSENT,2026-04,45.58,56330590,123588381,23
LLOYDSENT,2026-05,43.33,26394018,60908222,18
LLOYDSME,2026-03,40.45,382866,946580,2
LLOYDSME,2026-04,52.82,9071600,17175837,23
LLOYDSME,2026-05,47.98,6076884,12664410,18
LMW,2026-03,62.5,14214,22744,2
LMW,2026-04,48.83,48779,99891,23
LMW,2026-05,53.23,31367,58929,18
LODHA,2026-03,52.77,5040580,9551166,2
LODHA,2026-04,45.5,38470013,84549997,23
LODHA,2026-05,48.51,18128493,37371777,18
LOKESHMACH,2026-03,56.15,96334,171560,2
LOKESHMACH,2026-04,40.9,817872,1999844,16
LORDSCHLO,2026-03,63.83,33362,52264,2
LORDSCHLO,2026-04,50.61,247376,488757,23
LORDSCHLO,2026-05,42.89,130667,304682,18
LOTUSDEV,2026-03,49.61,2069176,4171286,2
LOTUSDEV,2026-04,49.61,12466940,25128898,23
LOTUSDEV,2026-05,53.03,6068920,11444361,18
LOTUSEYE,2026-03,76.19,27166,35654,2
LOTUSEYE,2026-04,55.61,193559,348041,23
LOTUSEYE,2026-05,69.56,97157,139668,18
LOVABLE,2026-03,65.24,37896,58084,2
LOVABLE,2026-04,33.96,493103,1451874,23
LOVABLE,2026-05,63.69,133168,209102,18
LOWVOL,2026-03,62.72,13020,20758,2
LOWVOL,2026-04,80.07,64185,80165,23
LOWVOL,2026-05,91.9,21510,23405,17
LOWVOL1,2026-03,54.5,134928,247562,2
LOWVOL1,2026-04,82.42,7235067,8778010,23
LOWVOL1,2026-05,78.2,6368305,8143404,18
LOWVOLIETF,2026-03,58.85,5206804,8846984,2
LOWVOLIETF,2026-04,82.95,41046107,49480235,23
LOWVOLIETF,2026-05,86.19,39585533,45925667,18
LPDC,2026-03,68.94,45136,65470,2
LPDC,2026-04,69.74,1464763,2100281,12
LPDC,2026-05,64.18,244957,381658,7
LT,2026-03,57.18,4058568,7098406,2
LT,2026-04,54.21,42956349,79237658,23
LT,2026-05,51.04,23493450,46027820,18
LTF,2026-03,48.96,9336558,19071022,2
LTF,2026-04,36.47,46834398,128415012,23
LTF,2026-05,42.45,37113303,87422712,18
LTFOODS,2026-03,34.71,439570,1266340,2
LTFOODS,2026-04,38.26,4385528,11461826,23
LTFOODS,2026-05,42.25,2227416,5271644,18
LTGILTBEES,2026-03,87.55,6764726,7726644,2
LTGILTBEES,2026-04,78.69,39982497,50811211,23
LTGILTBEES,2026-05,83.07,27147979,32680726,18
LTGILTCASE,2026-03,63.58,314324,494338,2
LTGILTCASE,2026-04,81.72,3358319,4109370,23
LTGILTCASE,2026-05,84.07,2165180,2575322,18
LTM,2026-03,52.2,555854,1064948,2
LTM,2026-04,43.87,4024904,9173976,23
LTM,2026-05,42.04,3006245,7150134,18
LTTS,2026-03,58.71,164570,280324,2
LTTS,2026-04,44.88,1318658,2938107,23
LTTS,2026-05,42.33,684148,1616085,18
LUMAXIND,2026-03,48.82,14486,29674,2
LUMAXIND,2026-04,41.9,141384,337448,23
LUMAXIND,2026-05,48.35,194036,401330,18
LUMAXTECH,2026-03,32.48,118174,363844,2
LUMAXTECH,2026-04,38.77,2538810,6548344,23
LUMAXTECH,2026-05,49.11,1699427,3460350,18
LUPIN,2026-03,47.81,1523842,3186988,2
LUPIN,2026-04,58.41,14734928,25225989,23
LUPIN,2026-05,50.07,13908504,27775660,18
LUXIND,2026-03,61.21,113432,185308,2
LUXIND,2026-04,15.98,2306139,14434335,23
LUXIND,2026-05,40.63,569304,1401159,18
LXCHEM,2026-03,63.41,2296398,3621320,2
LXCHEM,2026-04,40.16,7624189,18982871,23
LXCHEM,2026-05,40.41,7823605,19362853,18
LYKALABS,2026-03,46.63,91988,197266,2
LYKALABS,2026-04,50.78,412197,811681,12
LYKALABS,2026-05,68.42,174545,255120,7
LYPSAGEMS,2026-03,81.31,38580,47446,2
LYPSAGEMS,2026-04,62.66,821278,1310774,23
LYPSAGEMS,2026-05,60.27,347239,576184,18
M&M,2026-03,45.74,4955606,10833708,2
M&M,2026-04,54.96,37924107,69005194,23
M&M,2026-05,48.05,24838125,51692047,18
M&MFIN,2026-03,47.9,2289186,4778784,2
M&MFIN,2026-04,41.98,44303174,105530317,23
M&MFIN,2026-05,47.66,21357867,44815492,18
MAANALU,2026-03,50.01,347318,694454,2
MAANALU,2026-04,40.1,2704591,6744769,23
MAANALU,2026-05,48.95,810032,1654759,18
MACPOWER,2026-03,58.83,32210,54750,2
MACPOWER,2026-04,47.33,322553,681440,23
MACPOWER,2026-05,45.45,228138,501960,18
MADHAV,2026-03,67.01,45794,68340,2
MADHAV,2026-04,53.28,76955,144434,23
MADHAV,2026-05,67.07,44807,66809,18
MADHAVIPL,2026-04,70.35,1014919,1442644,10
MADHAVIPL,2026-05,74.0,1787230,2415088,18
MADHUCON,2026-03,61.23,93140,152104,2
MADHUCON,2026-04,73.39,384078,523347,12
MADHUCON,2026-05,82.0,206293,251578,7
MADRASFERT,2026-03,54.1,182374,337080,2
MADRASFERT,2026-04,37.94,1411733,3721426,23
MADRASFERT,2026-05,41.8,962684,2302924,18
MAFANG,2026-03,93.52,748414,800294,2
MAFANG,2026-04,95.74,5976963,6242803,23
MAFANG,2026-05,97.74,3670315,3755165,18
MAFATIND,2026-04,59.63,147729,247749,10
MAFATIND,2026-05,59.39,396653,667872,18
MAGADSUGAR,2026-03,33.22,77624,233670,2
MAGADSUGAR,2026-04,46.0,395560,859998,23
MAGADSUGAR,2026-05,44.3,155320,350636,18
MAGNUM,2026-03,52.69,158298,300440,2
MAGNUM,2026-04,65.55,458699,699723,12
MAGNUM,2026-05,93.69,527065,562586,7
MAHABANK,2026-03,37.87,12234860,32304004,2
MAHABANK,2026-04,35.11,225784609,643032428,23
MAHABANK,2026-05,42.32,123065001,290798159,18
MAHAPEXLTD,2026-03,76.14,35286,46346,2
MAHAPEXLTD,2026-04,41.21,407663,989240,23
MAHAPEXLTD,2026-05,61.61,285531,463475,18
MAHEPC,2026-03,62.54,150620,240850,2
MAHEPC,2026-04,55.33,790122,1428048,23
MAHEPC,2026-05,56.09,337171,601090,18
MAHESHWARI,2026-03,69.34,60654,87472,2
MAHESHWARI,2026-04,71.02,162670,229055,23
MAHESHWARI,2026-05,75.11,199590,265739,18
MAHKTECH,2026-03,65.74,2454184,3733012,2
MAHKTECH,2026-04,92.33,9514724,10305002,23
MAHKTECH,2026-05,89.31,8964494,10037197,18
MAHLIFE,2026-03,49.84,364858,732046,2
MAHLIFE,2026-04,54.94,3898027,7095304,23
MAHLIFE,2026-05,52.56,1847507,3515191,18
MAHLOG,2026-03,49.2,130588,265440,2
MAHLOG,2026-04,49.71,3745498,7534919,23
MAHLOG,2026-05,49.77,1340433,2693095,18
MAHSCOOTER,2026-03,45.2,5992,13258,2
MAHSCOOTER,2026-04,45.28,40068,88496,23
MAHSCOOTER,2026-05,39.0,50024,128256,18
MAHSEAMLES,2026-03,59.41,414634,697916,2
MAHSEAMLES,2026-04,52.45,2297185,4379439,23
MAHSEAMLES,2026-05,49.71,1149742,2313131,18
MAITHANALL,2026-03,65.7,124380,189302,2
MAITHANALL,2026-04,50.24,390757,777705,23
MAITHANALL,2026-05,48.6,385846,793871,18
MAJESAUT,2026-04,83.77,7018,8378,10
MAJESAUT,2026-05,75.3,39929,53028,18
MAKEINDIA,2026-03,61.77,53956,87348,2
MAKEINDIA,2026-04,82.41,1761805,2137857,23
MAKEINDIA,2026-05,74.22,641093,863802,18
MALLCOM,2026-03,76.73,10052,13100,2
MALLCOM,2026-04,81.15,145605,179427,23
MALLCOM,2026-05,66.27,44572,67258,18
MALUPAPER,2026-03,75.34,34678,46026,2
MALUPAPER,2026-04,67.35,142796,212029,23
MALUPAPER,2026-05,57.61,105072,182395,18
MAMATA,2026-03,52.24,216472,414350,2
MAMATA,2026-04,32.29,964608,2986917,23
MAMATA,2026-05,38.34,660212,1722076,18
MANAKALUCO,2026-04,62.72,1054718,1681560,5
MANAKALUCO,2026-05,62.51,1331203,2129470,18
MANAKCOAT,2026-03,56.04,499536,891430,2
MANAKCOAT,2026-04,59.11,5006322,8469672,23
MANAKCOAT,2026-05,48.19,2796565,5802737,18
MANAKSIA,2026-03,61.16,105456,172418,2
MANAKSIA,2026-04,52.62,400493,761135,23
MANAKSIA,2026-05,53.47,243014,454488,18
MANAKSTEEL,2026-03,57.74,35194,60952,2
MANAKSTEEL,2026-04,39.92,1489436,3730903,18
MANALIPETC,2026-03,58.32,724930,1243090,2
MANALIPETC,2026-04,38.05,3858174,10140242,23
MANALIPETC,2026-05,17.96,4503540,25072369,18
MANAPPURAM,2026-03,38.6,2981460,7723148,2
MANAPPURAM,2026-04,41.92,40585135,96821802,23
MANAPPURAM,2026-05,40.31,34969562,86751146,18
MANBA,2026-03,44.26,157890,356722,2
MANBA,2026-04,50.28,800195,1591416,23
MANBA,2026-05,33.41,339054,1014806,18
MANCREDIT,2026-03,13.45,6918,51434,2
MANCREDIT,2026-04,26.2,200532,765496,23
MANCREDIT,2026-05,27.72,698837,2520897,18
MANGLMCEM,2026-03,51.87,89178,171914,2
MANGLMCEM,2026-04,61.87,1050883,1698453,23
MANGLMCEM,2026-05,68.68,1435757,2090568,18
MANINDS,2026-03,44.74,501618,1121138,2
MANINDS,2026-04,37.82,8214175,21721137,23
MANINDS,2026-05,40.58,7375040,18175996,18
MANINFRA,2026-03,49.77,1815838,3648118,2
MANINFRA,2026-04,35.82,17137534,47846350,23
MANINFRA,2026-05,29.27,15033402,51355241,18
MANKIND,2026-03,46.61,568458,1219558,2
MANKIND,2026-04,57.9,6298161,10878170,23
MANKIND,2026-05,43.63,6804377,15596254,18
MANOMAY,2026-03,37.35,89996,240982,2
MANOMAY,2026-04,46.07,844021,1832058,23
MANOMAY,2026-05,48.41,1118303,2310286,18
MANORAMA,2026-03,58.18,234228,402582,2
MANORAMA,2026-04,49.5,1336947,2701092,23
MANORAMA,2026-05,43.94,1968334,4480067,18
MANORG,2026-03,71.26,10668,14970,2
MANORG,2026-04,39.5,154479,391098,23
MANORG,2026-05,44.87,169503,377738,11
MANUFGBEES,2026-03,52.07,7096,13628,2
MANUFGBEES,2026-04,77.74,143199,184201,23
MANUFGBEES,2026-05,79.77,112436,140958,18
MANUGRAPH,2026-03,76.79,71374,92946,2
MANUGRAPH,2026-04,76.58,354673,463136,23
MANUGRAPH,2026-05,74.92,282387,376899,18
MANYAVAR,2026-03,64.02,881110,1376402,2
MANYAVAR,2026-04,51.39,5250965,10217588,23
MANYAVAR,2026-05,45.92,2109833,4594723,18
MAPMYINDIA,2026-03,48.57,203724,419478,2
MAPMYINDIA,2026-04,40.16,1190842,2965091,23
MAPMYINDIA,2026-05,16.1,2099464,13042952,18
MARALOVER,2026-03,90.65,87176,96170,2
MARALOVER,2026-04,69.6,166343,239004,23
MARALOVER,2026-05,56.55,560795,991680,8
MARATHON,2026-03,69.41,626486,902594,2
MARATHON,2026-04,55.77,897608,1609491,23
MARATHON,2026-05,60.93,656382,1077308,18
MARICO,2026-03,54.8,3793874,6922518,2
MARICO,2026-04,58.53,26092348,44575895,23
MARICO,2026-05,54.01,19016939,35208412,18
MARINE,2026-03,50.2,531616,1059018,2
MARINE,2026-04,39.93,5836713,14618400,23
MARINE,2026-05,45.45,4789892,10538240,18
MARKOLINES,2026-03,16.99,70304,413904,2
MARKOLINES,2026-04,35.01,2062304,5889790,23
MARKOLINES,2026-05,30.62,3289224,10742075,18
MARKSANS,2026-03,49.89,947958,1900190,2
MARKSANS,2026-04,39.56,7715510,19502390,23
MARKSANS,2026-05,21.69,20548280,94719661,18
MARSONS,2026-03,65.96,1543746,2340566,2
MARSONS,2026-04,24.16,8770186,36303311,23
MARSONS,2026-05,21.84,8691756,39792459,18
MARUTI,2026-03,52.2,663596,1271350,2
MARUTI,2026-04,49.95,6918670,13852095,23
MARUTI,2026-05,47.79,3271672,6845436,18
MASFIN,2026-03,55.95,239146,427430,2
MASFIN,2026-04,39.11,2064839,5279708,23
MASFIN,2026-05,53.49,1311468,2451998,18
MASKINVEST,2026-03,51.62,926,1794,2
MASKINVEST,2026-04,19.82,34836,175755,20
MASPTOP50,2026-03,63.85,614482,962334,2
MASPTOP50,2026-04,92.97,3811829,4099868,23
MASPTOP50,2026-05,97.21,3486469,3586666,18
MASTEK,2026-03,48.08,150838,313746,2
MASTEK,2026-04,43.38,846248,1950717,23
MASTEK,2026-05,43.49,407331,936529,18
MASTERTR,2026-03,59.07,413432,699890,2
MASTERTR,2026-04,19.13,1399696,7318443,23
MASTERTR,2026-05,21.82,1216984,5577238,18
MATRIMONY,2026-03,62.08,77116,124226,2
MATRIMONY,2026-04,55.15,84171,152633,23
MATRIMONY,2026-05,70.36,151801,215760,18
MAWANASUG,2026-03,47.07,650018,1380854,2
MAWANASUG,2026-04,40.29,3143430,7802359,23
MAWANASUG,2026-05,44.71,756990,1693168,4
MAXESTATES,2026-03,56.84,307532,541076,2
MAXESTATES,2026-04,49.25,957299,1943637,23
MAXESTATES,2026-05,54.76,777110,1419036,18
MAXHEALTH,2026-03,54.04,5340182,9882716,2
MAXHEALTH,2026-04,54.34,30641701,56393839,23
MAXHEALTH,2026-05,51.64,24168160,46799183,18
MAXIND,2026-03,50.68,92804,183122,2
MAXIND,2026-04,50.35,553860,1099983,23
MAXIND,2026-05,31.44,449134,1428743,18
MAYURUNIQ,2026-03,59.73,109924,184030,2
MAYURUNIQ,2026-04,60.13,856069,1423704,23
MAYURUNIQ,2026-05,26.27,2810635,10699397,18
MAZDA,2026-03,53.03,48582,91618,2
MAZDA,2026-04,54.48,230220,422562,23
MAZDA,2026-05,49.77,234980,472177,18
MAZDOCK,2026-03,26.29,1267742,4822808,2
MAZDOCK,2026-04,20.2,11606178,57461961,23
MAZDOCK,2026-05,26.51,5894856,22235832,18
MBAPL,2026-03,75.09,650984,866884,2
MBAPL,2026-04,44.62,3285057,7361903,23
MBAPL,2026-05,47.99,1911614,3983417,18
MBEL,2026-03,47.7,451450,946346,2
MBEL,2026-04,38.11,1989426,5220112,23
MBEL,2026-05,37.94,1309778,3452527,18
MBLINFRA,2026-03,67.07,507038,755978,2
MBLINFRA,2026-04,59.84,982876,1642400,12
MBLINFRA,2026-05,78.38,279693,356851,7
MCCHRLS-B,2026-04,97.82,809,827,10
MCCHRLS-B,2026-05,89.11,4951,5556,18
MCLEODRUSS,2026-03,57.26,1982482,3462222,2
MCLEODRUSS,2026-04,62.64,3518304,5616779,12
MCLOUD,2026-03,52.73,3165328,6002704,2
MCLOUD,2026-04,39.74,19697813,49566679,23
MCLOUD,2026-05,33.25,12573130,37814543,18
MCX,2026-03,45.76,3426224,7487684,2
MCX,2026-04,40.85,29359906,71867724,23
MCX,2026-05,39.49,22006351,55727456,18
MEDANTA,2026-03,59.06,303540,513970,2
MEDANTA,2026-04,62.51,2654031,4245848,23
MEDANTA,2026-05,62.47,3427589,5486417,18
MEDIASSIST,2026-03,57.2,504604,882246,2
MEDIASSIST,2026-04,51.77,1476427,2851627,23
MEDIASSIST,2026-05,62.0,2494652,4023460,18
MEDICAMEQ,2026-03,60.29,137360,227844,2
MEDICAMEQ,2026-04,57.03,467273,819299,23
MEDICAMEQ,2026-05,55.42,226522,408766,18
MEDICO,2026-03,49.63,275248,554636,2
MEDICO,2026-04,54.52,3292216,6038037,23
MEDICO,2026-05,40.4,2435679,6028991,18
MEDPLUS,2026-03,63.52,212110,333944,2
MEDPLUS,2026-04,70.8,2226010,3143998,23
MEDPLUS,2026-05,37.78,1775583,4699792,18
MEESHO,2026-03,44.37,3099190,6985436,2
MEESHO,2026-04,16.4,81801890,498763960,23
MEESHO,2026-05,13.46,100194810,744214154,18
MEGASTAR,2026-03,66.87,18888,28246,2
MEGASTAR,2026-04,36.11,280588,776965,23
MEGASTAR,2026-05,51.7,453953,878091,18
MEIL,2026-03,50.29,153300,304836,2
MEIL,2026-04,37.4,1217249,3254622,16
MENNPIS,2026-04,82.37,38098,46250,10
MENNPIS,2026-05,64.78,226818,350116,18
MENONBE,2026-03,50.86,124768,245324,2
MENONBE,2026-04,56.04,520384,928620,23
MENONBE,2026-05,46.19,2138359,4629032,18
MERCANTILE,2026-04,79.28,10657,13442,10
MERCANTILE,2026-05,36.96,170190,460438,18
METAL,2026-03,60.8,21828564,35899572,2
METAL,2026-04,58.93,72135790,122416004,23
METAL,2026-05,60.32,43108038,71469211,18
METALIETF,2026-03,60.82,14443330,23746858,2
METALIETF,2026-04,56.56,176533039,312127785,23
METALIETF,2026-05,56.28,116837189,207598948,18
METROBRAND,2026-03,59.21,59630,100716,2
METROBRAND,2026-04,59.36,508067,855850,23
METROBRAND,2026-05,49.91,490297,982459,18
METROGLOBL,2026-04,78.83,14361,18218,10
METROGLOBL,2026-05,87.83,13644,15534,18
METROPOLIS,2026-03,43.71,205284,469622,2
METROPOLIS,2026-04,49.34,2499355,5065240,23
METROPOLIS,2026-05,25.73,4580453,17802766,18
MFML,2026-03,91.74,4396,4792,2
MFML,2026-04,71.85,82251,114478,23
MFML,2026-05,73.17,41164,56256,18
MFSL,2026-03,58.95,1479956,2510454,2
MFSL,2026-04,58.69,10685333,18205157,23
MFSL,2026-05,52.49,6426742,12242805,18
MGEL,2026-03,77.38,280950,363074,2
MGEL,2026-04,58.21,4869478,8365344,23
MGEL,2026-05,64.08,3577293,5582465,18
MGL,2026-03,47.69,342160,717522,2
MGL,2026-04,47.93,3395471,7084311,23
MGL,2026-05,48.11,1800813,3743166,18
MHLXMIRU,2026-03,94.99,20672,21762,2
MHLXMIRU,2026-04,75.61,77451,102431,23
MHLXMIRU,2026-05,67.56,51671,76487,18
MHRIL,2026-03,62.72,259108,413094,2
MHRIL,2026-04,50.39,2525101,5011435,23
MHRIL,2026-05,55.39,1915809,3458829,18
MICEL,2026-03,63.92,1173200,1835464,2
MICEL,2026-04,45.26,14121324,31199985,23
MICEL,2026-05,34.72,17872324,51478304,18
MID150,2026-03,62.07,683186,1100676,2
MID150,2026-04,60.2,2210913,3672631,23
MID150,2026-05,65.06,764083,1174501,18
MID150BEES,2026-03,63.45,3830776,6037368,2
MID150BEES,2026-04,64.76,17364718,26815297,23
MID150BEES,2026-05,61.6,10852784,17618669,18
MID150CASE,2026-03,60.6,8420242,13894602,2
MID150CASE,2026-04,62.93,34456403,54752852,23
MID150CASE,2026-05,55.1,18432993,33453914,18
MIDCAP,2026-03,70.18,3618720,5156338,2
MIDCAP,2026-04,61.66,9359299,15179107,23
MIDCAP,2026-05,61.57,5388263,8751731,18
MIDCAPADD,2026-03,88.98,24022,26996,2
MIDCAPADD,2026-04,87.43,698154,798508,23
MIDCAPADD,2026-05,75.34,502289,666659,18
MIDCAPBETA,2026-03,79.48,24334,30618,2
MIDCAPBETA,2026-04,55.33,129233,233583,23
MIDCAPBETA,2026-05,81.22,47064,57947,18
MIDCAPETF,2026-03,73.62,12473022,16941744,2
MIDCAPETF,2026-04,72.62,81882553,112758277,23
MIDCAPETF,2026-05,72.65,43138584,59382214,18
MIDCAPIETF,2026-03,51.15,3270592,6394292,2
MIDCAPIETF,2026-04,62.34,21206469,34019013,23
MIDCAPIETF,2026-05,69.07,18683601,27049314,18
MIDHANI,2026-03,44.81,931608,2079072,2
MIDHANI,2026-04,33.9,8909897,26279042,23
MIDHANI,2026-05,34.73,7974747,22963254,18
MIDQ50ADD,2026-03,76.45,38370,50190,2
MIDQ50ADD,2026-04,81.36,245685,301956,23
MIDQ50ADD,2026-05,86.28,164837,191050,18
MIDSELIETF,2026-03,86.96,3674028,4224812,2
MIDSELIETF,2026-04,65.72,4963471,7552757,23
MIDSELIETF,2026-05,73.67,3950997,5363203,18
MIDSMALL,2026-03,68.3,1820094,2664668,2
MIDSMALL,2026-04,70.15,9708511,13838995,23
MIDSMALL,2026-05,65.97,5731725,8688607,18
MIDWESTLTD,2026-03,45.48,25596,56276,2
MIDWESTLTD,2026-04,38.87,310766,799602,23
MIDWESTLTD,2026-05,45.41,350037,770775,18
MINDACORP,2026-03,28.93,177816,614586,2
MINDACORP,2026-04,62.03,5720722,9222269,23
MINDACORP,2026-05,32.31,4188309,12963912,18
MINDTECK,2026-03,45.68,85348,186830,2
MINDTECK,2026-04,25.29,723377,2860210,23
MINDTECK,2026-05,33.15,756450,2281709,18
MIRCELECTR,2026-03,41.67,2480654,5952726,2
MIRCELECTR,2026-04,42.09,14564327,34604996,23
MIRCELECTR,2026-05,25.66,22520734,87767049,11
MIRZAINT,2026-03,61.44,321352,523076,2
MIRZAINT,2026-04,43.5,1539887,3540277,23
MIRZAINT,2026-05,48.48,930080,1918642,18
MITCON,2026-03,62.96,17626,27994,2
MITCON,2026-04,69.63,227120,326160,23
MITCON,2026-05,72.94,153562,210544,18
MITTAL,2026-03,70.51,3458080,4904302,2
MITTAL,2026-04,75.2,10027912,13335286,23
MITTAL,2026-05,69.01,19236969,27875788,18
MKPL,2026-03,58.02,1336230,2302956,2
MKPL,2026-04,62.02,4752682,7663444,23
MKPL,2026-05,64.53,2816344,4364119,18
MMFL,2026-03,29.22,86824,297180,2
MMFL,2026-04,48.28,1226888,2541080,23
MMFL,2026-05,51.05,1001269,1961523,18
MMP,2026-03,61.87,99458,160760,2
MMP,2026-04,54.57,283873,520233,23
MMP,2026-05,47.2,764713,1620291,18
MMTC,2026-03,35.17,1750288,4976980,2
MMTC,2026-04,13.79,23729623,172063025,23
MMTC,2026-05,24.63,12014269,48769903,18
MMWL,2026-04,72.15,191097,264852,10
MMWL,2026-05,50.28,1979992,3937766,11
MNC,2026-03,56.03,192896,344278,2
MNC,2026-04,67.66,1552156,2293967,23
MNC,2026-05,71.74,1620560,2258778,18
MOALPHA50,2026-03,75.5,107086,141838,2
MOALPHA50,2026-04,80.91,202296,250028,23
MOALPHA50,2026-05,71.6,85368,119223,18
MOBANK10,2026-04,80.71,221490,274432,16
MOBANK10,2026-05,70.2,146776,209089,18
MOBIKWIK,2026-03,36.52,1107970,3033756,2
MOBIKWIK,2026-04,17.13,12287167,71741872,23
MOBIKWIK,2026-05,21.26,17512821,82370578,18
MOCAPITAL,2026-03,59.53,1085370,1823196,2
MOCAPITAL,2026-04,79.36,27599633,34779253,23
MOCAPITAL,2026-05,78.21,21253293,27174593,18
MODEFENCE,2026-03,72.66,16403006,22576326,2
MODEFENCE,2026-04,58.45,48876645,83626075,23
MODEFENCE,2026-05,61.62,32347581,52492903,18
MODINATUR,2026-03,45.06,16348,36284,2
MODINATUR,2026-04,52.57,112218,213444,23
MODINATUR,2026-05,45.85,283147,617618,16
MODIRUBBER,2026-03,64.82,3408,5258,2
MODIRUBBER,2026-04,54.7,91555,167370,23
MODIRUBBER,2026-05,48.07,114652,238509,18
MODIS,2026-03,51.58,17828,34566,2
MODIS,2026-04,60.52,650231,1074449,23
MODIS,2026-05,70.06,925444,1320971,18
MODISONLTD,2026-03,74.38,129308,173842,2
MODISONLTD,2026-04,52.46,832598,1587067,23
MODISONLTD,2026-05,40.14,2562304,6383916,18
MODTHREAD,2026-03,69.52,438,630,2
MODTHREAD,2026-04,76.22,48572,63725,22
MODTHREAD,2026-05,86.62,25185,29075,18
MOENERGY,2026-03,65.32,327320,501140,2
MOENERGY,2026-04,72.89,5802472,7960085,23
MOENERGY,2026-05,71.09,4251152,5979832,18
MOGOLD,2026-03,37.2,134114,360528,2
MOGOLD,2026-04,80.12,3648377,4553493,23
MOGOLD,2026-05,68.77,1400524,2036516,18
MOGSEC,2026-03,98.96,82976,83848,2
MOGSEC,2026-04,95.36,1253796,1314862,23
MOGSEC,2026-05,89.36,1245470,1393781,18
MOHEALTH,2026-03,62.71,78442,125084,2
MOHEALTH,2026-04,74.41,1811537,2434442,23
